Age,AgeBin,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBin,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Cluster
30,Young Adult,No,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,Average,0,No,14,3,1,0,4,3,3,3,2,1,2,Early-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,7632,Average,4,Yes,12,3,3,0,10,2,3,8,7,0,0,Mid-career professional
31,Young Adult,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,9824,Medium,3,No,12,3,1,0,12,2,3,1,0,0,0,Mid-career professional
34,Young Adult,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,Medium,9,Yes,15,3,3,3,11,2,3,3,2,0,2,Mid-career professional
42,Middle Age,No,Travel_Frequently,Research & Development,5,2,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,Low,4,No,17,3,4,1,8,4,3,2,2,2,0,Early-career professional
36,Young Adult,No,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,Medium,1,No,14,3,4,0,10,3,2,10,3,9,7,Mid-career professional
22,Young Adult,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,Average,5,No,16,3,3,0,4,3,3,2,2,1,2,Early-career professional
48,Middle Age,No,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,Married,4051,Average,2,No,14,3,1,1,14,2,3,9,7,6,7,Mid-career professional
55,Middle Age,No,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,High,3,No,23,4,4,0,37,2,3,10,9,7,7,Highly experienced late-career professionals
41,Middle Age,No,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,6230,Average,7,No,14,3,4,0,16,3,3,14,3,1,10,Mid-career professional
35,Young Adult,No,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,Average,9,No,11,3,3,0,15,2,3,11,9,6,9,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,13237,Medium,7,No,15,3,3,0,22,3,3,20,6,5,13,Mid-to-senior professionals
39,Young Adult,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,3755,Average,1,No,11,3,1,1,8,3,3,8,3,0,7,Mid-career professional
31,Young Adult,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6582,Average,4,Yes,13,3,3,0,10,2,4,6,5,0,5,Mid-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,7406,Average,1,Yes,21,4,4,1,10,5,2,10,9,5,8,Mid-career professional
45,Middle Age,No,Travel_Rarely,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,Married,4805,Average,0,No,19,3,2,1,9,3,4,8,7,3,7,Mid-career professional
26,Young Adult,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,2741,Low,0,Yes,11,3,2,1,8,2,2,7,7,1,0,Early-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,Average,4,No,12,3,2,2,8,2,4,3,2,1,2,Early-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,Divorced,16184,Medium,4,No,19,3,3,1,10,2,3,6,1,0,5,Mid-career professional
31,Young Adult,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,Medium,9,No,21,4,3,1,10,3,2,5,4,0,1,Mid-career professional
18,Youth,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,Single,1878,Low,1,Yes,14,3,4,0,0,3,3,0,0,0,0,Early-career professional
40,Middle Age,No,Non-Travel,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,Divorced,10932,Medium,3,No,15,3,3,1,20,2,3,1,0,0,1,Mid-career professional
41,Middle Age,No,Non-Travel,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,Single,6811,Average,2,Yes,17,3,1,0,10,3,3,8,7,0,7,Mid-career professional
26,Young Adult,No,Travel_Rarely,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,4306,Average,5,No,12,3,1,2,8,5,3,0,0,0,0,Early-career professional
35,Young Adult,No,Travel_Rarely,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,Single,4859,Average,1,No,16,3,4,0,5,3,3,5,4,0,3,Early-career professional
34,Young Adult,No,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,Average,1,No,12,3,4,0,10,3,3,10,7,5,7,Mid-career professional
26,Young Adult,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,2340,Low,1,Yes,18,3,2,0,1,3,1,1,0,0,0,Early-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,7491,Average,4,No,17,3,4,0,12,3,4,6,5,1,2,Mid-career professional
46,Middle Age,No,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,Medium,5,No,11,3,4,0,28,3,2,2,2,1,2,Mid-career professional
41,Middle Age,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,High,7,No,16,3,2,1,22,2,3,18,16,11,8,Specialized professionals
37,Young Adult,No,Non-Travel,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,8834,Medium,1,No,13,3,4,1,9,6,3,9,5,7,7,Mid-career professional
52,Middle Age,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,5577,Average,3,Yes,12,3,2,2,18,3,3,10,9,6,9,Mid-career professional
32,Young Adult,Yes,Non-Travel,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,Married,4707,Average,8,No,12,3,4,0,6,2,3,4,2,1,2,Early-career professional
24,Young Adult,No,Travel_Frequently,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,Low,0,No,13,3,3,2,3,3,3,2,2,2,1,Early-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Healthcare Representative,3,Married,9824,Medium,3,No,19,3,3,1,18,4,3,1,0,0,0,Mid-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,Married,6447,Average,6,No,12,3,2,1,8,2,2,6,5,4,3,Mid-career professional
49,Middle Age,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,5,Research Director,3,Divorced,19502,High,1,Yes,17,3,3,1,31,5,3,31,9,0,9,Senior Executives
24,Young Adult,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,Married,2725,Low,1,Yes,11,3,2,2,6,3,3,6,5,1,4,Early-career professional
26,Young Adult,No,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,Married,6272,Average,1,No,20,4,4,2,6,5,4,5,3,1,4,Early-career professional
24,Young Adult,No,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,1,Laboratory Technician,2,Married,2127,Low,1,No,21,4,4,1,1,2,3,1,0,0,0,Early-career professional
50,Middle Age,No,Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,5,Manager,2,Married,18200,High,1,No,11,3,3,1,32,2,3,32,5,10,7,Senior Executives
25,Young Adult,No,Travel_Rarely,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,2096,Low,1,No,11,3,3,0,7,1,3,7,4,0,6,Early-career professional
24,Young Adult,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,Married,2886,Low,1,Yes,16,3,4,1,6,4,3,6,3,1,2,Early-career professional
30,Young Adult,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,Married,2033,Low,1,No,18,3,3,1,1,2,4,1,0,0,0,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,1,Research Scientist,4,Married,3622,Average,1,Yes,13,3,4,1,6,3,3,6,5,1,3,Early-career professional
31,Young Adult,Yes,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,Average,2,No,17,3,3,0,9,2,1,3,1,1,2,Early-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,3681,Average,4,No,14,3,4,0,9,3,3,3,2,0,2,Early-career professional
31,Young Adult,No,Travel_Rarely,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,Divorced,5460,Average,4,No,22,4,4,2,13,4,4,7,7,5,7,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,Low,0,No,12,3,3,2,6,5,2,5,3,0,3,Early-career professional
37,Young Adult,No,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,Medium,4,Yes,11,3,3,1,17,3,2,3,0,1,0,Mid-career professional
20,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,1,Research Scientist,2,Single,2836,Low,1,No,13,3,4,0,1,0,4,1,0,0,0,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,Married,4089,Average,1,No,13,3,2,2,10,4,3,10,2,2,2,Mid-career professional
43,Middle Age,No,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,4,Research Director,4,Divorced,16627,High,4,Yes,14,3,3,1,21,3,2,1,0,0,0,Specialized professionals
38,Young Adult,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,Single,2619,Low,3,No,17,3,4,0,8,3,2,0,0,0,0,Early-career professional
43,Middle Age,No,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,5679,Average,3,Yes,13,3,2,1,10,3,3,8,7,4,7,Mid-career professional
48,Middle Age,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,Medium,7,No,11,3,1,1,21,3,1,3,2,0,2,Mid-career professional
44,Middle Age,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,5985,Average,4,No,11,3,2,0,10,1,4,2,2,0,2,Mid-career professional
34,Young Adult,No,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,Divorced,2579,Low,1,Yes,18,3,4,2,8,3,3,8,2,0,6,Early-career professional
27,Young Adult,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,Average,0,No,11,3,2,1,5,3,3,4,3,0,2,Early-career professional
21,Young Adult,No,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,Average,1,No,11,3,3,0,3,2,3,3,2,1,2,Early-career professional
44,Middle Age,No,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,5,Manager,4,Married,19513,High,4,Yes,12,3,1,1,26,2,4,2,2,0,1,Specialized professionals
22,Young Adult,No,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,1,Research Scientist,3,Married,2773,Low,0,No,20,4,4,0,3,3,3,2,2,2,2,Early-career professional
33,Young Adult,No,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,Divorced,7104,Average,0,No,12,3,4,0,6,3,3,5,0,1,2,Early-career professional
32,Young Adult,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,Average,1,Yes,12,3,4,1,6,2,2,6,4,0,5,Early-career professional
30,Young Adult,No,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,Low,1,No,20,4,3,1,1,2,3,1,0,0,0,Early-career professional
53,Middle Age,No,Travel_Rarely,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,Single,8381,Medium,7,No,20,4,4,0,18,2,4,14,7,8,10,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2691,Low,1,No,12,3,4,1,10,4,2,10,9,8,8,Mid-career professional
45,Middle Age,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,Married,4286,Average,2,No,14,3,4,2,5,4,3,1,1,0,0,Early-career professional
26,Young Adult,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2659,Low,1,Yes,13,3,3,1,3,2,3,3,2,0,2,Early-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,Married,9434,Medium,1,No,15,3,3,1,10,2,3,10,7,7,8,Mid-career professional
29,Young Adult,No,Travel_Rarely,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,Married,5561,Average,1,No,14,3,1,1,6,5,2,6,0,1,2,Early-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,Single,6646,Average,1,No,13,3,2,0,17,3,3,17,11,11,8,Mid-career professional
33,Young Adult,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,Average,3,No,23,4,3,1,15,2,1,13,11,4,7,Mid-career professional
54,Middle Age,No,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,Married,10725,Medium,2,No,15,3,3,1,16,1,4,9,7,7,1,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,Medium,2,Yes,11,3,3,1,13,2,3,3,2,0,2,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,Low,0,No,13,3,4,0,5,0,3,4,2,1,1,Early-career professional
20,Young Adult,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,Single,1009,Low,1,Yes,11,3,4,0,1,5,3,1,0,1,1,Early-career professional
33,Young Adult,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,Single,3348,Average,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Mid-career professional
35,Young Adult,No,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Married,1281,Low,1,No,18,3,3,2,1,3,3,1,0,0,0,Early-career professional
23,Young Adult,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,Low,2,No,16,3,1,1,5,3,4,3,2,0,2,Early-career professional
25,Young Adult,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,Average,0,No,22,4,3,1,4,4,3,3,2,1,2,Early-career professional
38,Young Adult,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,4028,Average,0,No,20,4,1,0,8,2,3,7,7,0,5,Mid-career professional
29,Young Adult,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,2720,Low,1,No,18,3,4,1,10,5,3,10,7,2,8,Early-career professional
48,Middle Age,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,Average,3,No,12,3,4,0,12,3,3,2,2,2,2,Mid-career professional
27,Young Adult,No,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,Average,1,Yes,20,4,2,2,6,3,3,6,5,0,4,Early-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,Single,4680,Average,3,No,17,3,1,0,4,2,3,1,0,0,0,Early-career professional
50,Middle Age,No,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,1,Laboratory Technician,3,Married,3221,Average,1,Yes,11,3,3,3,20,3,3,20,8,3,8,Mid-to-senior professionals
34,Young Adult,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,Single,8621,Medium,1,No,14,3,2,0,9,3,4,8,7,7,7,Mid-career professional
24,Young Adult,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,Average,9,No,14,3,1,0,4,3,3,2,2,2,0,Early-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,Single,4553,Average,1,No,11,3,1,0,20,4,3,20,7,11,10,Mid-to-senior professionals
32,Young Adult,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,Average,1,No,12,3,4,0,10,2,2,10,7,0,8,Mid-career professional
50,Middle Age,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,Married,6796,Average,3,Yes,14,3,1,1,18,4,3,4,3,1,3,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Single,7625,Average,0,No,13,3,3,0,10,4,2,9,7,1,8,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7412,Average,1,No,11,3,4,0,9,3,3,9,7,0,7,Mid-career professional
32,Young Adult,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,Single,11159,Medium,3,No,15,3,4,0,10,6,3,7,7,7,7,Mid-career professional
47,Middle Age,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,Single,4960,Average,2,No,12,3,4,0,20,2,3,7,7,1,7,Mid-career professional
40,Middle Age,No,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,Married,10475,Medium,5,Yes,21,4,3,1,20,2,3,18,13,1,12,Mid-career professional
53,Middle Age,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,Married,14814,Medium,3,No,19,3,3,0,32,3,3,5,1,1,3,Experienced Mid-Salary Professionals
41,Middle Age,No,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,5,Manager,4,Divorced,19141,High,3,No,15,3,2,3,23,2,2,21,6,12,6,Experienced senior professional
60,Old Age,No,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,Average,8,No,14,3,4,0,10,1,3,2,2,2,2,Mid-career professional
27,Young Adult,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,Medium,1,No,21,4,3,2,9,4,2,9,7,1,7,Mid-career professional
41,Middle Age,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,19189,High,1,No,12,3,2,1,22,3,3,22,7,2,10,Experienced senior professional
50,Middle Age,No,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,Married,3875,Average,7,No,15,3,4,1,4,2,3,2,2,2,2,Early-career professional
28,Young Adult,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,Low,7,Yes,13,3,4,0,10,4,3,7,7,3,7,Early-career professional
36,Young Adult,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,Married,11713,Medium,9,No,14,3,1,1,10,2,3,8,7,0,5,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,Single,7861,Average,4,Yes,14,3,4,0,10,4,4,1,0,0,0,Mid-career professional
44,Middle Age,No,Non-Travel,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,3708,Average,2,No,14,3,3,0,9,5,3,5,2,1,4,Mid-career professional
47,Middle Age,No,Travel_Frequently,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,Divorced,13770,Medium,9,Yes,12,3,4,2,28,2,2,22,2,11,13,Mid-to-senior professionals
30,Young Adult,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,Average,7,No,23,4,4,1,10,2,2,8,7,7,7,Mid-career professional
29,Young Adult,No,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2642,Low,1,No,11,3,3,0,1,6,3,1,0,0,0,Early-career professional
42,Middle Age,Yes,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,Divorced,2759,Low,6,Yes,12,3,4,0,7,2,3,2,2,2,2,Early-career professional
43,Middle Age,No,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,Average,3,No,18,3,3,1,7,5,3,2,2,2,2,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,Single,6142,Average,3,No,11,3,4,0,10,2,3,5,1,4,3,Mid-career professional
23,Young Adult,No,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,Low,1,No,14,3,4,1,5,2,4,4,3,0,2,Early-career professional
39,Young Adult,No,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,Married,6389,Average,9,No,15,3,3,1,12,3,1,8,3,3,6,Mid-career professional
56,Middle Age,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,Married,11103,Medium,7,No,11,3,3,0,30,1,2,10,7,1,1,Experienced Mid-Salary Professionals
40,Middle Age,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,Single,2342,Low,0,Yes,20,4,4,0,5,2,2,4,2,2,3,Early-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,Average,8,No,19,3,1,0,9,2,1,7,6,0,7,Early-career professional
29,Young Adult,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,Low,1,No,14,3,4,2,2,2,3,2,2,2,2,Early-career professional
